appTitle,userName,date,score,Category,date_ex,processed_text,wordcount,label
Roku,Amanda F,3-Mar-19,4,ENTERTAINMENT,3/13/2019,I absolutely love this  I just wish it was available on higher  you can  t get it  to my knowledge  the galaxy s7,23,feature request
Toca Kitchen 2,D T,25-Jan-19,5,FAMILY,4/14/2019,Please Make A Kitchen 3,5,rating
Toca Kitchen 2,racheal Wallace,3-Mar-19,5,FAMILY,4/14/2019,because you have good,4,rating
Love Poly - New puzzle game,Melissa Peterson,20-Mar-19,5,FAMILY,4/1/2019,we love your good game so far,7,rating
Pandora - Streaming Music & Podcasts,Caralia Silva,15-Apr-19,5,MUSIC_AND_AUDIO,4/21/2019,I have never it ,4,rating
CVS/pharmacy,,27-Oct-18,3,HEALTH_AND_FITNESS,3/24/2019, it is what it is ,5,rating
Photomath,Manish Kumar pandey,5-May-19,5,EDUCATION,5/9/2019,its very good of mathematics,5,rating
Google Classroom,Satya Rockz,28-Mar-19,1,EDUCATION,5/9/2019,dumb its getting low on speed  not getting to view the content posted by as fast as by through wa,20,bug report
Tinder,Noya san,29-Mar-19,1,LIFESTYLE,4/7/2019,this is practically useless if you dont pay  not sure of how much it when you do ,17,user experience
,Oohh Shiitt,23-Apr-19,1,MUSIC_AND_AUDIO,5/1/2019,add after every single time i open the and play a song i only get 1 song in before a stupid ad thats ,23,user experience
SmartThings,Troy Mason,3-Feb-19,3,LIFESTYLE,3/24/2019,I use the hub through my Shield box  One of the biggest I have with this interface is that the hub will do a forced update EVERY single time I boot up my Shield  This boot up is something I do several times a day and the update FOREVER  This is a time factor independent of speed  I have connected to my Shield  It is a setting that cannot be ,70,user experience
ABCmouse.com,,21-Aug-18,5,EDUCATION,3/8/2019,I love This Game,4,rating
Bank of America Mobile Banking,Sun Ce,14-Apr-19,5,FINANCE,4/21/2019,Great  Better than most ,4,rating
Drink Water Reminder: Water Tracker & Alarm,xxx.itsyagurlucyxxx lol,17-Mar-19,5,HEALTH_AND_FITNESS,3/24/2019,really good I  m really happy drinking water,8,rating
Lose It! - Calorie Counter,Suzanne Penley,21-Feb-19,4,HEALTH_AND_FITNESS,5/9/2019,really easy to use  Would however like to have water monitor included in this level ,15,feature request
Apple Music,Lebogang Nkosi,25-Feb-19,3,MUSIC_AND_AUDIO,4/21/2019, t working  S9 Plus running Android Pie,7,rating
Tinder,Shlok Kulkarni,2-Apr-19,5,LIFESTYLE,4/14/2019,I get too many  Hala tinder ,6,rating
Samsung Health,Hein Minn,7-Apr-19,5,HEALTH_AND_FITNESS,5/9/2019,V Like it ,3,rating
ClassDojo,its queen jess!!!!,18-Oct-18,5,EDUCATION,4/7/2019,I love it but just upgrade it a bit,9,feature request
STARZ,Fredrick Dwayne Patton,23-Sep-18,5,ENTERTAINMENT,3/24/2019,Always been a fan love power to,7,rating
SoundCloud - Music & Audio,A Google User,22-Mar-19,1,MUSIC_AND_AUDIO,4/7/2019,it is not working,4,rating
"Calm - Meditate, Sleep, Relax",GalaxyCat,12-Mar-19,5,HEALTH_AND_FITNESS,5/9/2019,I it  alas it to be for and I wish for it to be free please  I have trouble sleeping each night without music and I love it but please take off the  Thank you all and good night ,39,feature request
Spotify - Music and Podcasts,Lawson Harkins,20-Apr-19,5,MUSIC_AND_AUDIO,4/21/2019,pretty good wit premium,4,rating
"Notepad - Notes with Reminder, ToDo, Sticky notes",ANN H Wagner,29-Jan-19,5,LIFESTYLE,3/13/2019,very easy to use and does what It  thank you,10,user experience
The PCH App,A Google User,14-Mar-19,5,LIFESTYLE,4/7/2019,would like to have a card instead of target,9,rating
Google Classroom,aniket chattopadhyay,20-Aug-18,4,EDUCATION,4/7/2019,I think it is a good ,6,rating
Kahoot!,Gioconda Butler,27-Jun-18,5,EDUCATION,4/14/2019,It  s so fun,4,rating
Duolingo: Learn Languages Free,Kyle Coleman,9-Apr-19,5,EDUCATION,4/14/2019,Easy to use  Good program whether you choose free or Plus ,11,user experience
Samsung Health,Marcus Lohre,28-Feb-19,1,HEALTH_AND_FITNESS,3/16/2019,I will never use it  ever ,6,rating
Quizlet: Learn Languages & Vocab with Flashcards,Evangelos Raptodimos,20-Jan-19,5,EDUCATION,4/14/2019,Great way to learn and quiz yourself ,7,user experience
Lose It! - Calorie Counter,Sequoia Powers,21-Jul-18,5,HEALTH_AND_FITNESS,4/1/2019,Easy to use  Ability to enter food in    is really helpful  My main food challenge is portion control  so this is perfect for me ,24,user experience
Bank of America Mobile Banking,Monika Simonson,19-Mar-19,5,FINANCE,3/24/2019,I  t want to be anywhere else but with,9,rating
"Calm - Meditate, Sleep, Relax",Malcolm Guidry,30-Jan-19,5,HEALTH_AND_FITNESS,4/1/2019,I work for a large law firm in and frequently go to  This me greatly in dealing with the stress that these ,22,rating
Bowmasters,Sabrina Bethea,12-Apr-19,5,GAME_ACTION,4/14/2019,extremely fun  great way to pass the time,8,rating
Kahoot!,Cesar Corona,27-Oct-18,4,EDUCATION,3/8/2019,I like but is very hard make the but is cool,11,rating
"Notepad - Notes with Reminder, ToDo, Sticky notes",,18-Dec-18,5,LIFESTYLE,3/24/2019,good  exactly what I need  thank you ,7,rating
Tomb of the Mask,karena anerak,27-Mar-19,1,GAME_ACTION,4/7/2019,i never write but  THIS GAME ,6,rating
Ms.Sibyl - See Future Me,ZzWatermelonJuicezZ,24-Mar-19,1,LIFESTYLE,3/24/2019,This is the worst in the world it just money when you can rate i will come straight to this it is a fake too i know that i got an add then it and guess the freak what  it nowhere near what it like in the add  NOT HAPPY   ,50,rating
Photomath,senuke nuke,31-Mar-19,5,EDUCATION,4/21/2019,this is perfect,3,rating
,Colby Jennings,17-Mar-19,5,FINANCE,5/1/2019,easy to use,3,rating
"Calm - Meditate, Sleep, Relax",Tishonie Chaudion,26-Feb-19,5,HEALTH_AND_FITNESS,4/1/2019,i love this Great start and meditation in,8,rating
Amazon Alexa,Tiger Lee,11-Mar-19,1,MUSIC_AND_AUDIO,5/9/2019, T WORK AT ALL  ,4,rating
Bitmoji – Your Personal Emoji,Fine Ass Amy Fresh,22-Mar-19,5,ENTERTAINMENT,3/24/2019,I love this ,3,rating
Photomath,sage powdrell,28-Apr-19,5,EDUCATION,5/9/2019,i find it to be a very and efficient way to solve math on various and,16,user experience
Tag with Ryan,Guyguy Kiamenga,21-Apr-19,5,FAMILY,5/9/2019,It  s fun and a real on,7,rating
Lose It! - Calorie Counter,Steven Schumacher,14-Mar-19,3,HEALTH_AND_FITNESS,3/16/2019,Good  Food page could be organized better  maybe show the top 3 for each letter and then be able to expand for the rest  My list of is getting long and its a pain to find repeat  Also  could add the option to sort by food type  meat  cheese  ,49,feature request
Lose It! - Calorie Counter,Lisa Marie Crowe,31-Aug-18,5,HEALTH_AND_FITNESS,4/1/2019,Love it  is easy,4,rating
Sweatcoin Pays You To Get Fit,Nellieis Deadinside,30-Mar-19,2,HEALTH_AND_FITNESS,4/1/2019,it 1  000 is  1  but I  m sitting at 11  230 and I  made  2 ,16,rating
Tag with Ryan,A Google User,12-Feb-19,5,FAMILY,4/14/2019,my brother this game he all the  s,8,rating
Amazon Alexa,Jun Chen,31-Jan-19,1,MUSIC_AND_AUDIO,4/14/2019,not friendly to other  You need to change your system to to keep working,14,feature request
Bitmoji – your personal emoji,Starri Gnostic,10-Apr-19,5,ENTERTAINMENT,4/21/2019,I  m hooked after I found out they had my unique new hair color  Now I  made one on 5 friend  s so they can all use one  too  Some of them have trouble getting direct access through their messenger  s keyboard  but other than that it  s awesomely fun ,50,bug report
"Hulu: Stream TV, Movies & more",,28-Dec-18,5,ENTERTAINMENT,3/13/2019,i love this,3,rating
Amazon Alexa,A Google User,30-Jan-19,1,MUSIC_AND_AUDIO,4/7/2019,the more it the worse it to my  I dont use it for much for than  I have to close manually get the to play  for 30min  then nothing  yell to continue  and 1 out of 5 continue  the rest I have to force close and restart  So annoying  wont be a new one once it completely or I decide to physical destroy and just cable in my  is SO ,70,bug report
Google Play Games,Mukesh Saini,11-Apr-19,5,ENTERTAINMENT,4/14/2019,it is a to play many,6,rating
Tomb of the Mask,mridula Madaan,27-Mar-19,5,GAME_ACTION,4/21/2019,tomb  of  the  mask  game  is  very  good,8,rating
Tinder,"Lyle, Watson",6-Apr-19,1,LIFESTYLE,4/14/2019,Help  I just got a new match and it  But few go by  I get a notification from said match  But I go to open the again and my match is still not showing up  What is going on ,39,bug report
,William Oliveira,29-Apr-19,5,EDUCATION,5/1/2019,Even better than before  Great system and  Really easy to use and learn ,13,user experience
TurboTax Tax Return App – Max Refund Guaranteed,Ash Green,13-Apr-19,1,FINANCE,5/9/2019,Surprise at the end  Ended up costing about  150 to file because they require deluxe to file schedule 4 ,19,user experience
STARZ,A Google User,3-Dec-18,5,ENTERTAINMENT,4/21/2019,It  s pretty awesome,4,rating
Sweatcoin Pays You To Get Fit,Joe Speeder,6-Mar-19,5,HEALTH_AND_FITNESS,3/24/2019,run run run,3,rating
ClassDojo,emerald block,25-Jan-19,5,EDUCATION,4/21/2019,is a very good way to keep up on your child  s progress on a daily basis ,17,user experience
,Heero 1447,20-Apr-19,1,LIFESTYLE,5/1/2019,Now this endlessly that you have already on  Don  t waste any money on this garbage ,16,rating
PUBG MOBILE,Vikas Rathore,21-Apr-19,5,GAME_ACTION,4/21/2019,this is tha best game of,6,rating
TurboTax Tax Return App – Max Refund Guaranteed,A Google User,20-Feb-19,1,FINANCE,4/1/2019,I hate this and will never use turbo tax again ever ,11,rating
"Hulu: Stream TV, Movies & more",Sean Schlink,31-Jan-19,1,ENTERTAINMENT,3/24/2019,Use to be able to use this without any issue for a long time  Just tried to log in and say I need to log in first at my house  never had to do that before  tried my password and still waiting for the after a couple  need to fix the mobile pretty bad hulu ,55,bug report
,Traci Keith,27-Mar-19,5,FINANCE,5/1/2019,easy to use  very helpful,5,rating
Lose Belly Fat in 30 Days - Flat Stomach,joy baylor,28-Mar-19,5,HEALTH_AND_FITNESS,5/9/2019,love it  but wish it will to auto play after each without to click any buttons,16,feature request
Fantastic Face – Daily face & Beauty Competition,A Google User,23-Feb-19,1,LIFESTYLE,4/7/2019,charge me for every thing,5,user experience
slither.io,Sad Otaibi,20-Mar-19,4,GAME_ACTION,4/1/2019,Nice game but there is not sound and music,9,bug report
Minion Rush: Despicable Me Official Game,stela zabileva,22-Mar-19,5,FAMILY,3/24/2019,good game try this  game out,6,rating
Google Play Games,mohammed shehnaz Faiz,17-Apr-19,5,ENTERTAINMENT,4/21/2019,very nice trial,3,rating
Photomath,,25-Feb-19,5,EDUCATION,3/8/2019,got me 100 ,3,rating
"Hulu: Stream TV, Movies & more",,24-Feb-19,4,ENTERTAINMENT,3/24/2019,It  s a good streaming service  but the biggest issue is easily the  The ad length is way too long  Going up to 90  Just  no  The ad length should be at the most  30  not 90  But everything else is fine,42,user experience
Fitbit,L Nel,9-Apr-19,5,HEALTH_AND_FITNESS,4/14/2019,Can  t since last update  and now it won  t let me log in  password reset option  t available  I  d give the more if I could use it ,29,bug report
,Michael Friedhaber,21-Apr-19,4,MUSIC_AND_AUDIO,5/1/2019,could be easier to use,5,rating
Duolingo: Learn Languages Free,Jon Murphy,3-May-19,5,EDUCATION,5/9/2019,I this to learn for an upcoming trip  A week later  i got an in and I was able to understand much of it ,24,user experience
Roku,Jessica Etienne,30-Mar-19,5,ENTERTAINMENT,4/1/2019,I love it ,3,rating
YouTube Music - Stream Songs & Music Videos,Deepak,30-Apr-19,4,MUSIC_AND_AUDIO,5/9/2019,literally awesome sound quality  but it needs some work on home page  it super messy ,15,feature request
Netflix,Aman Khurana,16-Apr-19,5,ENTERTAINMENT,4/21/2019,One of the best on the store ,7,rating
Roblox,,13-Mar-19,5,FAMILY,3/13/2019,I just love it for some reason,7,rating
"Hulu: Stream TV, Movies & more",Carrie Yancey,20-Mar-19,5,ENTERTAINMENT,3/24/2019,love it all the variety of different of and,9,rating
Amazon Alexa,Tony Jose,20-Dec-18,1,MUSIC_AND_AUDIO,3/9/2019,can  t use this,4,rating
,Cynthia Cornett,28-Apr-19,5,LIFESTYLE,5/1/2019,love this  i can locate my son anywhere ,8,rating
Zelle,Joanna Thomas,23-Apr-19,4,FINANCE,5/9/2019,I sometimes have trouble with someone the first time  but after that the is great ,15,user experience
Tomb of the Mask,Marco Lee,1-Apr-19,2,GAME_ACTION,4/21/2019,I really the game  But It 30sec advertise so frequently that interfere with the every progress and patience,18,user experience
Duolingo: Learn Languages Free,A Google User,31-Mar-19,5,EDUCATION,4/1/2019,bite size great,3,rating
Duolingo: Learn Languages Free,Pratibha Tiwari,24-Mar-19,1,FAMILY,3/24/2019,It learn but  t show the option worthless,8,rating
The PCH App,Amanda Cole,11-Mar-19,5,LIFESTYLE,4/7/2019,They are doing a great job  I love the it is so easy to use  Its is fun to play the ,21,user experience
ABCmouse.com,A Google User,26-May-18,5,EDUCATION,5/9/2019,It  s a good game for little to learn so much,11,user experience
Fresh EBT - Food Stamp Balance,Jessica Friend,20-Jan-19,5,FINANCE,3/8/2019,it does take a good minute for to refresh  other than that not bad  no more receipts to be kept and helping save  one receipt and person at a time ,30,user experience
Fresh EBT - Food Stamp Balance,A Google User,20-Feb-19,5,FINANCE,4/21/2019,never have had a problem,5,rating
Duolingo: Learn Languages Free,Tavi Octavian,7-Apr-19,1,FAMILY,4/7/2019,end this i want my back,6,rating
Duolingo: Learn Languages Free,Jessica Yang,1-Apr-19,1,EDUCATION,4/7/2019,Prepare to be a lab rat and have crucial go missing,11,rating
Drink Water Reminder: Water Tracker & Alarm,Kishore Cool,5-Apr-19,5,HEALTH_AND_FITNESS,4/14/2019,excellent for summer,3,rating
STARZ,Shari DeClercq,6-Mar-19,5,ENTERTAINMENT,3/24/2019,I am very happy with the that are on  Outlander is one of my favorite series ,16,rating
,Joseph Owen,17-Apr-19,5,FINANCE,5/1/2019,great  great advice  credit karma help me raise my credit score considerably ,12,user experience
Fantastic Face – Daily face & Beauty Competition,A Google User,20-Jan-19,5,LIFESTYLE,4/7/2019,good good luck ,3,rating
Zelle,Gino Ciferri,2-Jan-19,1,FINANCE,4/7/2019,My bank is not listed on the link bank is not listed will not accept my first name saying invalid name  ,21,bug report
"iHeartRadio - Free Music, Radio & Podcasts",Mark Garrett,25-Feb-19,2,MUSIC_AND_AUDIO,3/9/2019,constantly  Some of the  like Morning Glory  every show when trying to listen to old  Can  t even listen at this point ,22,user experience
ClassDojo,"Anthony ,",11-Feb-19,1,EDUCATION,4/14/2019,i not cool,3,rating
Remind: School Communication,Tonya Barton,14-Jan-19,2,EDUCATION,3/24/2019,I am not too with this  It works for some but not for  I hope my granddaughter  s teacher to another  especially since will no longer support the text ,29,user experience
Lose Belly Fat in 30 Days - Flat Stomach,Fatima Imad,1-Mar-19,5,HEALTH_AND_FITNESS,4/21/2019,thank you for this  I hope it  s give me good result ,12,rating
,Virginia Hickman,26-Mar-19,4,HEALTH_AND_FITNESS,5/1/2019,Wherever I need to I be Calm me there  Peacefully I go without fear ,14,rating
Lose It! - Calorie Counter,Symone Murdock,10-May-18,4,HEALTH_AND_FITNESS,3/16/2019,The biggest downside to this is that it you to upgrade to the version  Other than that  it  s great ,20,user experience
Pandora - Streaming Music & Podcasts,Loretta Smith,9-Apr-19,5,MUSIC_AND_AUDIO,4/21/2019,its always awesome to listen for free even when you exit,11,rating
Free Music Player – Online & Offline MP3 Player,A Google User,25-Mar-19,5,MUSIC_AND_AUDIO,4/14/2019,i do anything with this i is great,8,rating
,Jd Keilman,29-Apr-19,3,ENTERTAINMENT,5/1/2019,nice to have at times for,6,rating
,HINDURAM SOY,13-Apr-19,5,HEALTH_AND_FITNESS,5/1/2019,A very useful version on  I it ,7,rating
Pixel Art: Color by Number,Eduardo Chavez,7-Apr-19,5,ENTERTAINMENT,4/21/2019,really fun and you in a good mood awesome game 10  10,12,rating
,Shuvadeep Paul,28-Apr-19,3,ENTERTAINMENT,5/1/2019,white list my device for video streaming I am 5  1 plus and there is no way i can play in 720p or 1080p,24,user experience
ClassDojo,A Google User,13-Oct-18,3,EDUCATION,4/1/2019,It want load in,4,rating
Snowball.io,summer gatcha,30-Mar-19,5,GAME_ACTION,4/7/2019,I love this game for,5,rating
Venmo Mobile Wallet: Send & Receive Money,justin bates,12-Mar-19,1,FINANCE,4/7/2019,will not open,3,bug report
DisneyNOW – Episodes & Live TV,A Google User,19-Mar-19,5,FAMILY,4/14/2019,it  s just like the original channel all they need to add is more on,15,feature request
Bowmasters,,20-Mar-19,5,GAME_ACTION,3/24/2019,the game is awesome I  m for ur support,9,rating
Google Home,prashant anand motorcycling,12-Mar-19,4,LIFESTYLE,4/1/2019,Its all good but the mirror link feature jitters  you need to work on it,15,bug report
"Notepad - Notes with Reminder, ToDo, Sticky notes",Calvin Keyes,7-Mar-19,5,LIFESTYLE,4/7/2019,Intuitive with a useful tag system,6,user experience
IRS2Go,A Google User,4-Mar-15,5,FINANCE,4/1/2019,Accurate Just wish my actual faster,6,rating
YouTube Music - Stream Songs & Music Videos,Daniel Glaser,1-Apr-19,1,MUSIC_AND_AUDIO,4/7/2019,hey  like this but today  1st it when it  t the active screen on my s9 ,16,rating
YouTube Kids,brett10lisa,13-Apr-19,2,FAMILY,5/9/2019,and then I have to go into the each time to open again  is this a setting,17,user experience
"iHeartRadio - Free Music, Radio & Podcasts",Assassin X,26-Mar-19,5,MUSIC_AND_AUDIO,4/1/2019,you need to allow us to pick single,8,feature request
Fantastic Face – Daily face & Beauty Competition,Earnest Cornwell,10-Feb-19,5,LIFESTYLE,4/14/2019,it fun i feel like going to be with it,10,rating
Roblox,Ashley Webster,7-Apr-19,3,FAMILY,4/7/2019,Overall it is a good game but i have had it for almost a year and there are a lot of found  i still dont know how you are supposed to get and change your clothes  also when i play any game  whenever someone the chat my game up and becomes so  i know a few other people who have the same problem and sure there are a lot of other people with that problem too  if you are reading this please fix it  i love this game and want to keep it ,93,user experience
Amazon Prime Video,Sulabha Selokar,21-Apr-19,5,ENTERTAINMENT,4/21/2019,amazing but money spending,4,rating
Duolingo: Learn Languages Free,Elisa Contreras,3-Mar-19,5,EDUCATION,3/8/2019,Me con  it  s the best,6,rating
Remind: School Communication,Marie Crump,15-Jan-19,5,EDUCATION,4/14/2019,great to keep in to in touch with and whats happening with your academic  just knowing whats on in general ,20,user experience
"Hulu: Stream TV, Movies & more",David Clayton,9-Apr-19,5,ENTERTAINMENT,4/21/2019,It is the best by far,6,rating
